observation,tempC_7to8,tempC_1to2,tempC_6to7,"tempC_avg
(0C)",Relative humidity_7to8,Relative humidity_1to2,Relative humidity_6to7,"Relative humidity_avg
(%)",windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,"windspeedKmph_avg
(Km/h)",pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,pressureMB_avg,"precipMM_7to8
",precipMM_1to2,precipMM_6to7,"precipMM_avg
(mm)",weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7,Sunshine Hours,%_soil_moisure,soil_pH,water_pH,water_TDS_mgpl,Label (Disease Yes/No),Type of Disease (Bacterial Blight/Telya)),Anthracnose,Fruit Spot/ Rot,Fusarium Wilt,Fruit Borer / Blight Blora
18-11-2015,25,29,22,25,37,27,42,35,11,12,10,11,1014,1011,1013,1012,0,0,0,0,Clear,Sunny,Sunny,9.7,45,7.31,6.66,1708,NO,,,,,
19-11-2015,24,29,21,24,40,25,42,35,15,13,9,12,1015,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,9.7,45,7.37,8.49,1707,NO,,,,,
20-11-2015,24,29,23,25,40,35,56,43,17,13,9,13,1014,1011,1012,1012,0,0,0,0,Clear,Sunny,Sunny,9.7,45,7.01,7.01,1708,NO,,,,,
21-11-2015,25,29,23,25,45,50,80,58,12,8,5,8,1013,1010,1012,1011,0,0.1,0.6,0.233333333,Clear,Patchy rain possible,Light rain shower,9.7,50,6.84,6.74,1709,YES,Bacterial Blight,Anthrocnose,,,
22-11-2015,25,28,24,25,74,60,80,71,10,6,6,7,1013,1011,1012,1012,0.1,0.2,0.6,0.3,Light rain shower,Light rain shower,Light rain shower,9.7,60,6.54,7.13,1709,YES,Bacterial Blight,Anthrocnose,,,
23-11-2015,25,28,23,25,77,65,89,77,9,5,9,7,1014,1011,1013,1012,0.2,0.4,0.8,0.466666667,Light rain shower,Patchy rain possible,Light rain shower,9.7,55,6.6,7.54,1707,YES,Bacterial Blight,Anthrocnose,,,
24-11-2015,24,27,23,24,79,63,78,73,8,6,6,6,1014,1012,1014,1013,0,0,0,0,Partly cloudy,Light rain shower,Partly cloudy,9.7,50,7.26,7.01,1709,NO,,,,,
25-11-2015,24,27,23,24,66,57,74,65,11,7,1,6,1014,1012,1014,1013,0,0,0,0,Clear,Partly cloudy,Partly cloudy,9.7,50,7.19,7.23,1709,NO,,,,,
26-11-2015,25,29,24,26,55,44,61,53,7,5,4,5,1014,1011,1013,1012,0,0,0,0,Clear,Sunny,Sunny,9.7,48,7.29,7.93,1710,NO,,,,,
27-11-2015,26,29,22,25,51,43,63,52,3,2,6,3,1012,1009,1011,1010,0,0,0,0,Clear,Sunny,Sunny,9.7,45,7.06,7.47,1708,NO,,,,,
28-11-2015,26,29,23,26,48,46,63,52,4,4,4,4,1013,1012,1013,1012,0,0,0,0,Partly cloudy,Partly cloudy,Sunny,9.7,41,6.55,6.56,1710,YES,Bacterial Blight,Anthrocnose,,,
29-11-2015,25,29,23,25,53,46,62,53,9,8,5,7,1016,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.7,43,6.95,8.45,1710,NO,,,,,
30-11-2015,25,29,24,26,53,43,59,51,9,7,5,7,1016,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.7,45,6.52,7.59,1628.3,NO,,,,,
01-12-2015,25,30,24,26,51,41,59,50,8,5,2,5,1015,1012,1012,1013,0,0,0,0,Clear,Sunny,Sunny,9.7,43,7.12,8.15,1707,NO,,,,,
02-12-2015,25,29,24,26,49,41,58,49,7,6,6,6,1014,1012,1014,1013,0,0,0,0,Clear,Sunny,Sunny,9.7,44,7.4,7.53,1707,NO,,,,,
03-12-2015,24,29,25,26,48,41,53,47,9,5,3,5,1016,1013,1013,1014,0,0,0,0,Clear,Sunny,Sunny,9.6,43,6.74,8.17,1710,NO,,,,,
04-12-2015,27,31,23,27,43,37,55,45,7,3,4,4,1014,1012,1014,1013,0,0,0,0,Clear,Sunny,Sunny,9.6,41,7,7.34,1710,NO,,,,,
05-12-2015,24,30,23,25,45,35,54,44,8,6,3,5,1015,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.6,42,6.92,7.35,1710,NO,,,,,
06-12-2015,23,28,21,24,39,32,44,38,9,9,8,8,1015,1012,1014,1013,0,0,0,0,Clear,Sunny,Sunny,9.6,43,7.18,8.36,1707,NO,,,,,
07-12-2015,23,28,21,24,39,32,42,37,9,9,7,8,1016,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.6,44,6.62,6.66,1710,NO,,,,,
08-12-2015,23,28,21,24,38,27,40,35,9,9,7,8,1016,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.6,45,6.73,7.23,1708,NO,,,,,
09-12-2015,23,29,21,24,39,30,48,39,8,6,3,5,1015,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,9.6,40,6.69,8.08,1708,NO,,,,,
10-12-2015,25,29,21,25,43,30,60,44,7,8,6,7,1015,1011,1012,1012,0,0,0,0,Clear,Sunny,Sunny,9.6,42,6.59,6.53,1710,NO,,,,,
11-12-2015,24,29,21,24,51,34,59,48,6,9,7,7,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,9.6,45,7.13,7.87,1708,NO,,,,,
12-12-2015,25,30,21,25,41,30,34,35,3,2,5,3,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,9.6,45,6.76,7.07,1710,NO,,,,,
13-12-2015,25,30,22,25,35,30,36,33,5,3,6,4,1012,1010,1012,1011,0,0,0,0,Clear,Sunny,Sunny,9.6,43,7.41,8.19,1710,NO,,,,,
14-12-2015,25,30,22,25,32,32,42,35,6,2,6,4,1014,1011,1013,1012,0,0,0,0,Clear,Partly cloudy,Sunny,9.6,42,7.41,6.58,1709,YES,Bacterial Blight,,,,
15-12-2015,23,31,22,25,38,35,57,43,9,3,2,4,1014,1011,1012,1012,0,0,0,0,Clear,Sunny,Sunny,9.6,41,6.63,8.21,1628.3,NO,,,,,
16-12-2015,25,31,21,25,42,28,38,36,5,5,8,6,1014,1011,1012,1012,0,0,0,0,Clear,Sunny,Sunny,9.6,44,7.31,8.31,1707,NO,,,,,
18-12-2015,22,27,19,22,41,25,39,35,9,8,8,8,1017,1014,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.6,43,7.45,6.77,1707,NO,,,,,
19-12-2015,21,27,19,22,37,25,41,34,9,8,7,8,1017,1013,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.6,43,6.77,6.57,1708,NO,,,,,
20-12-2015,21,27,19,22,39,27,43,36,9,7,6,7,1016,1013,1015,1014,0,0,0,0,Clear,Sunny,Sunny,9.6,44,7.2,8.16,1710,NO,,,,,
21-12-2015,24,28,19,23,40,27,37,34,4,8,8,6,1016,1013,1015,1014,0,0,0,0,Clear,Sunny,Sunny,9.6,43,6.86,8.44,1710,NO,,,,,
22-12-2015,23,29,18,23,30,17,30,25,2,4,8,4,1018,1016,1017,1017,0,0,0,0,Clear,Sunny,Sunny,9.6,41,7.4,7.8,1708,NO,,,,,
23-12-2015,22,29,18,23,30,19,34,27,6,3,8,5,1019,1016,1017,1017,0,0,0,0,Clear,Sunny,Sunny,9.6,42,7.28,8.06,1710,NO,,,,,
24-12-2015,18,24,17,19,27,19,28,24,12,14,12,12,1019,1016,1018,1017,0,0,0,0,Clear,Sunny,Sunny,9.6,40,6.55,8.48,1708,NO,,,,,
25-12-2015,18,24,16,19,27,19,31,25,13,12,10,11,1020,1017,1018,1018,0,0,0,0,Clear,Sunny,Sunny,9.6,42,6.95,7.52,1707,NO,,,,,
26-12-2015,18,25,17,20,25,17,30,24,11,9,6,8,1019,1016,1018,1017,0,0,0,0,Clear,Sunny,Sunny,9.6,45,7.37,8.48,1710,NO,,,,,
27-12-2015,20,28,20,22,26,17,26,23,10,11,9,10,1020,1017,1018,1018,0,0,0,0,Clear,Sunny,Sunny,9.6,44,6.82,6.59,1710,NO,,,,,
28-12-2015,22,26,24,24,26,23,29,26,11,11,10,10,1021,1017,1016,1018,0,0,0,0,Clear,Sunny,Sunny,9.6,43,6.88,7.39,1710,NO,,,,,
29-12-2015,21,27,21,23,35,23,32,30,7,5,5,5,1014,1011,1016,1013,0,0,0,0,Clear,Sunny,Sunny,9.6,43,6.62,7.39,1709,NO,,,,,
30-12-2015,25,31,22,26,25,19,31,25,7,9,8,8,1017,1013,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.6,41,7.29,7.34,1633.05,NO,,,,,
31-12-2015,25,31,22,26,28,19,32,26,9,9,7,8,1017,1015,1017,1016,0,0,0,0,Clear,Sunny,Sunny,9.6,45,7.48,7.01,1710,NO,,,,,
01-01-2016,26,33,23,27,25,17,34,25,7,3,3,4,1019,1016,1018,1017,0,0,0,0,Clear,Sunny,Sunny,9.6,43,6.51,8.43,1708,NO,,,,,
02-01-2016,26,33,21,26,27,17,28,24,7,2,6,5,1020,1017,1018,1018,0,0,0,0,Clear,Sunny,Sunny,9.6,44,6.73,7.49,1709,NO,,,,,
03-01-2016,24,31,21,25,28,18,34,26,6,5,6,5,1018,1015,1016,1016,0,0,0,0,Clear,Sunny,Sunny,9.6,42,7.24,6.75,1707,NO,,,,,
04-01-2016,22,28,19,23,42,26,47,38,5,6,6,5,1015,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,9.8,44,7.08,8.2,1708,NO,,,,,
05-01-2016,25,30,22,25,34,23,44,33,7,5,4,5,1016,1014,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.8,40,6.53,7.73,1707,NO,,,,,
06-01-2016,24,30,21,25,38,25,43,35,6,5,3,4,1017,1014,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.8,43,6.95,7.96,1710,NO,,,,,
07-01-2016,23,28,23,24,37,25,38,33,10,8,4,7,1018,1015,1016,1016,0,0,0,0,Clear,Sunny,Partly cloudy,9.8,43,7.1,6.68,1709,NO,,,,,
08-01-2016,24,29,21,24,30,20,39,29,6,6,7,6,1019,1015,1016,1016,0,0,0,0,Clear,Sunny,Sunny,9.8,42,7.34,7.59,1709,NO,,,,,
09-01-2016,24,30,21,25,38,24,38,33,5,3,7,5,1017,1013,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.8,44,7.43,7.93,1708,NO,,,,,
10-01-2016,23,29,21,24,29,25,40,31,7,6,2,5,1017,1014,1016,1015,0,0,0,0,Clear,Sunny,Sunny,9.8,40,7.02,7.06,1710,NO,,,,,
11-01-2016,23,30,20,24,33,21,44,32,8,5,3,5,1017,1013,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.8,43,6.54,8.29,1708,NO,,,,,
12-01-2016,24,29,19,24,37,21,48,35,3,5,9,5,1015,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,9.8,40,7.06,7.76,1708,NO,,,,,
13-01-2016,23,29,20,24,38,25,49,37,5,5,4,4,1015,1011,1013,1013,0,0,0,0,Clear,Sunny,Sunny,9.8,40,6.52,6.84,1707,NO,,,,,
14-01-2016,22,29,18,23,37,22,52,37,6,8,9,7,1014,1011,1012,1012,0,0,0,0,Clear,Sunny,Sunny,9.8,44,6.79,7.35,1709,NO,,,,,
15-01-2016,23,29,19,23,38,27,49,38,3,3,10,5,1013,1011,1012,1012,0,0,0,0,Clear,Sunny,Sunny,9.8,45,7.47,7.99,1632.1,NO,,,,,
16-01-2016,22,27,19,22,37,32,59,42,6,6,12,8,1013,1010,1012,1011,0,0,0,0,Clear,Partly cloudy,Sunny,9.8,40,7.26,7.55,1708,NO,,,,,
17-01-2016,21,27,18,22,51,26,57,44,3,4,9,5,1013,1009,1011,1011,0,0,0,0,Clear,Sunny,Sunny,9.8,43,6.71,8.3,1710,NO,,,,,
18-01-2016,20,26,17,21,46,25,45,38,6,9,9,8,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,9.8,42,7.09,7.08,1710,NO,,,,,
19-01-2016,20,25,16,20,41,22,39,34,5,11,8,8,1013,1012,1014,1013,0,0,0,0,Clear,Sunny,Sunny,9.8,45,6.7,7.43,1708,NO,,,,,
21-01-2016,17,26,17,20,34,25,35,31,13,6,10,9,1019,1015,1016,1016,0,0,0,0,Clear,Sunny,Sunny,9.8,43,7.19,8.3,1707,NO,,,,,
22-01-2016,18,27,18,21,34,18,27,26,9,8,8,8,1018,1015,1017,1016,0,0,0,0,Clear,Sunny,Sunny,9.8,44,7.22,7.77,1708,NO,,,,,
23-01-2016,19,28,19,22,28,20,37,28,11,7,8,8,1018,1015,1016,1016,0,0,0,0,Clear,Sunny,Sunny,9.8,42,7.32,7.38,1707,NO,,,,,
24-01-2016,22,31,20,24,27,20,38,28,8,2,7,5,1017,1014,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.8,40,7.45,7.61,1707,NO,,,,,
25-01-2016,23,32,20,25,29,16,27,24,6,3,8,5,1016,1013,1013,1014,0,0,0,0,Clear,Sunny,Sunny,9.8,45,6.8,8.28,1708,NO,,,,,
26-01-2016,24,32,19,25,23,12,27,20,3,6,8,5,1015,1012,1014,1013,0,0,0,0,Clear,Sunny,Sunny,9.8,45,6.57,7.51,1710,NO,,,,,
27-01-2016,24,31,19,24,24,10,35,23,3,7,8,6,1015,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.8,45,7.01,7.28,1709,NO,,,,,
28-01-2016,24,32,22,26,33,18,36,29,8,8,8,8,1016,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.8,43,7.42,8.42,1707,NO,,,,,
29-01-2016,25,32,23,26,36,16,33,28,8,9,3,6,1016,1014,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.8,45,6.59,7.51,1708,NO,,,,,
30-01-2016,26,35,23,28,31,15,33,26,6,3,9,6,1016,1014,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.8,40,6.71,8.37,1630.2,NO,,,,,
31-01-2016,27,34,22,27,32,14,43,29,3,7,9,6,1016,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.8,45,6.76,7.69,1708,NO,,,,,
01-02-2016,27,33,22,27,31,15,30,25,3,9,9,7,1016,1013,1015,1014,0,0,0,0,Clear,Sunny,Sunny,9.8,44,7.49,7.14,1708,NO,,,,,
02-02-2016,26,32,21,26,29,10,34,24,3,11,8,7,1017,1014,1015,1015,0,0,0,0,Clear,Sunny,Sunny,9.8,44,7.15,7.72,1708,NO,,,,,
03-02-2016,25,34,21,26,29,12,24,21,7,4,7,6,1016,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,9.8,44,6.66,7.51,1707,NO,,,,,
04-02-2016,21,31,21,24,34,15,31,26,10,6,7,7,1016,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,10.1,42,6.81,8.37,1710,NO,,,,,
05-02-2016,23,34,22,26,31,15,37,27,9,4,7,6,1014,1011,1011,1012,0,0,0,0,Clear,Sunny,Sunny,10.1,41,7.24,7.98,1710,NO,,,,,
06-02-2016,23,30,20,24,38,19,42,33,7,15,9,10,1012,1010,1012,1011,0,0,0,0,Clear,Sunny,Sunny,10.1,44,6.94,6.76,1709,NO,,,,,
07-02-2016,21,29,18,22,52,24,60,45,5,11,9,8,1016,1013,1015,1014,0,0,0,0,Clear,Sunny,Sunny,10.1,40,7.44,8.23,1709,NO,,,,,
08-02-2016,22,33,23,26,41,18,39,32,9,4,4,5,1016,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,10.1,41,7.27,8.38,1708,NO,,,,,
09-02-2016,25,34,23,27,26,17,41,28,7,3,8,6,1015,1011,1012,1012,0,0,0,0,Clear,Sunny,Sunny,10.1,40,7.26,6.8,1708,NO,,,,,
10-02-2016,25,31,22,26,37,30,49,38,5,15,8,9,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.1,43,6.52,7.73,1710,NO,,,,,
11-02-2016,23,30,19,24,43,20,62,41,5,13,9,9,1013,1010,1012,1011,0,0,0,0,Clear,Sunny,Sunny,10.1,43,6.67,7.85,1708,NO,,,,,
12-02-2016,22,30,19,23,43,19,60,40,2,7,13,7,1014,1011,1013,1012,0,0,0,0,Clear,Sunny,Sunny,10.1,42,7.17,7.92,1709,NO,,,,,
13-02-2016,21,31,21,24,56,18,42,38,5,6,6,5,1015,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,10.1,40,6.9,7.99,1710,NO,,,,,
14-02-2016,23,31,21,25,39,21,39,33,8,4,5,5,1015,1012,1013,1013,0,0,0,0,Clear,Sunny,Sunny,10.1,40,7.3,7.58,1709,NO,,,,,
15-02-2016,25,32,24,27,27,22,37,28,4,4,8,5,1014,1012,1013,1013,0,0,0,0,Partly cloudy,Sunny,Sunny,10.1,45,6.95,8.36,1632.1,YES,Bacterial Blight,,,,
16-02-2016,26,33,26,28,29,21,37,29,8,11,4,7,1014,1011,1012,1012,0,0,0,0,Clear,Sunny,Partly cloudy,10.1,43,7.04,6.58,1707,YES,Bacterial Blight,,,,
17-02-2016,27,31,25,27,38,31,45,38,6,9,8,7,1015,1012,1012,1013,0,0,0,0,Clear,Partly cloudy,Sunny,10.1,44,7.2,7.62,1709,YES,Bacterial Blight,,,,
18-02-2016,25,33,24,27,37,17,43,32,11,11,2,8,1014,1011,1013,1012,0,0,0,0,Clear,Sunny,Sunny,10.1,42,6.77,6.73,1709,NO,,,,,
19-02-2016,28,34,24,28,31,24,63,39,3,6,14,7,1015,1013,1015,1014,0,0,0,0,Clear,Sunny,Partly cloudy,10.1,40,7.1,8.05,1707,YES,Bacterial Blight,,,,
20-02-2016,27,34,26,29,42,28,55,41,4,5,10,6,1017,1013,1014,1014,0,0,0,0,Clear,Partly cloudy,Sunny,10.1,43,6.96,7.23,1707,YES,Bacterial Blight,,,,
21-02-2016,28,33,25,28,44,31,36,37,1,7,8,5,1015,1012,1013,1013,0,0,0,0,Clear,Partly cloudy,Sunny,10.1,45,7.1,7.6,1707,YES,Bacterial Blight,,,,
22-02-2016,27,35,23,28,23,7,25,18,3,3,8,4,1016,1012,1013,1013,0,0,0,0,Partly cloudy,Partly cloudy,Sunny,10.1,44,6.92,7.49,1707,YES,Bacterial Blight,,,,
24-02-2016,28,35,24,29,19,9,36,21,4,7,13,8,1012,1010,1011,1011,0,0,0,0,Clear,Sunny,Partly cloudy,10.1,45,6.98,7.66,1710,YES,Bacterial Blight,,,,
25-02-2016,26,36,23,28,30,10,34,24,4,2,7,4,1014,1011,1012,1012,0,0,0,0,Clear,Sunny,Partly cloudy,10.1,43,7.3,7.35,1710,YES,Bacterial Blight,,,,
26-02-2016,27,35,25,29,20,10,30,20,4,1,5,3,1015,1012,1013,1013,0,0,0,0,Partly cloudy,Overcast,Sunny,10.1,40,6.64,7.54,1710,YES,Bacterial Blight,,,,
27-02-2016,27,35,28,30,18,15,25,19,14,7,3,8,1015,1013,1013,1013,0,0,0,0,Clear,Sunny,Sunny,10.1,45,7.32,7.34,1708,NO,,,,,
28-02-2016,28,36,28,30,30,22,33,28,10,2,7,6,1016,1013,1014,1014,0,0,0,0,Clear,Sunny,Sunny,10.1,44,7.04,8.46,1707,NO,,,,,
29-02-2016,30,34,26,30,34,27,45,35,5,3,5,4,1016,1013,1013,1014,0,0,0,0,Clear,Partly cloudy,Sunny,10.1,40,6.54,7.03,1707,YES,Bacterial Blight,,,,
01-03-2016,28,32,26,28,48,29,50,42,11,4,6,7,1014,1011,1012,1012,0,0,0.6,0.2,Clear,Partly cloudy,Patchy rain possible,10.1,42,6.7,8.01,1708,YES,Bacterial Blight,,,,
02-03-2016,29,35,26,30,42,23,46,37,4,3,5,4,1014,1012,1013,1013,0,0,0.2,0.066666667,Clear,Sunny,Patchy rain possible,10.1,42,7.33,8.44,1710,YES,Bacterial Blight,,,,
03-03-2016,29,35,26,30,39,22,47,36,4,4,2,3,1016,1013,1014,1014,0,0,0.1,0.033333333,Clear,Sunny,Patchy rain possible,10.7,42,7.46,7.1,1709,YES,Bacterial Blight,,,,
04-03-2016,28,33,25,28,39,28,52,39,8,4,1,4,1015,1012,1013,1013,0,0,0.1,0.033333333,Clear,Thundery outbreaks possible,Sunny,10.7,45,6.6,7.51,1709,YES,Bacterial Blight,,,,
05-03-2016,29,33,24,28,41,19,34,31,3,9,10,7,1014,1009,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,32,6.6,8.11,1709,NO,,,,,
06-03-2016,28,33,24,28,23,18,35,25,4,9,11,8,1013,1010,1012,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,31,6.87,8.07,1710,NO,,,,,
07-03-2016,26,35,25,28,28,15,31,24,6,2,6,4,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,34,6.72,7.21,1709,NO,,,,,
08-03-2016,29,35,26,30,24,16,29,23,5,2,8,5,1012,1009,1010,1010,0,0,0,0,Clear,Sunny,Sunny,10.7,34,6.83,8.12,1708,NO,,,,,
09-03-2016,28,35,25,29,22,15,29,22,4,8,9,7,1013,1010,1012,1011,0,0,0,0,Cloudy,Sunny,Sunny,10.7,35,6.83,7.67,1707,YES,Bacterial Blight,,,,
10-03-2016,31,39,27,32,24,11,25,20,4,3,9,5,1013,1010,1012,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,31,7.17,7.69,1710,NO,,,,,
11-03-2016,31,37,27,31,21,14,30,21,8,5,10,7,1014,1010,1010,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,33,6.72,8.11,1709,NO,,,,,
12-03-2016,28,34,25,29,34,21,39,31,6,13,10,9,1012,1009,1011,1010,0,0,0,0,Clear,Sunny,Sunny,10.7,31,6.74,7.35,1707,NO,,,,,
13-03-2016,25,31,22,26,45,21,37,34,9,16,9,11,1014,1011,1013,1012,0,0,0,0,Clear,Sunny,Sunny,10.7,31,7.32,6.91,1709,NO,,,,,
14-03-2016,25,33,24,27,49,21,44,38,6,3,13,7,1015,1012,1012,1013,0,0,0,0,Clear,Sunny,Sunny,10.7,35,7.17,7.5,1708,NO,,,,,
15-03-2016,27,35,26,29,33,18,31,27,5,6,6,5,1014,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,32,7.32,7.31,1625.45,NO,,,,,
16-03-2016,28,35,26,29,24,18,34,25,6,6,9,7,1013,1009,1010,1010,0,0,0,0,Clear,Sunny,Sunny,10.7,32,6.81,7.43,1708,NO,,,,,
17-03-2016,30,35,26,30,27,19,35,27,4,11,12,9,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,30,6.93,7.84,1710,NO,,,,,
18-03-2016,31,36,27,31,26,20,36,27,5,12,12,9,1013,1009,1010,1010,0,0,0,0,Clear,Sunny,Sunny,10.7,31,7.07,7.57,1707,NO,,,,,
19-03-2016,30,36,27,31,26,18,32,25,6,11,11,9,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,30,6.55,8.36,1707,NO,,,,,
20-03-2016,31,36,27,31,28,18,28,24,7,12,13,10,1014,1010,1012,1012,0,0,0,0,Clear,Sunny,Sunny,10.7,32,7.08,7.68,1708,NO,,,,,
21-03-2016,30,35,24,29,22,10,20,17,9,17,9,11,1013,1010,1010,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,34,6.66,8.04,1707,NO,,,,,
22-03-2016,30,38,28,32,15,8,16,13,6,8,6,6,1011,1008,1009,1009,0,0,0,0,Clear,Sunny,Sunny,10.7,32,7.43,7.65,1708,NO,,,,,
23-03-2016,31,38,29,32,13,7,15,11,9,8,5,7,1011,1008,1009,1009,0,0,0,0,Clear,Sunny,Sunny,10.7,34,7.03,8.02,1710,NO,,,,,
24-03-2016,32,39,30,33,11,8,16,11,7,7,5,6,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,33,7.37,6.72,1708,NO,,,,,
25-03-2016,34,40,29,34,12,13,32,19,6,4,14,8,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,31,7.08,8.43,1710,NO,,,,,
26-03-2016,32,39,29,33,25,15,28,22,6,7,13,8,1013,1009,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,33,6.71,7.17,1707,NO,,,,,
27-03-2016,32,37,28,32,23,16,26,21,5,8,9,7,1013,1010,1011,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,32,7.07,7.86,1707,NO,,,,,
29-03-2016,33,37,27,32,12,8,20,13,3,11,9,7,1013,1010,1012,1011,0,0,0,0,Clear,Sunny,Sunny,10.7,31,6.77,8,1710,NO,,,,,
30-03-2016,31,38,27,32,13,10,28,17,5,11,12,9,1014,1010,1012,1012,0,0,0,0,Clear,Sunny,Sunny,10.7,31,6.97,7.36,1630.2,NO,,,,,
31-03-2016,31,37,27,31,19,11,29,19,8,12,12,10,1013,1009,1010,1010,0,0,0,0,Clear,Sunny,Sunny,10.7,31,7.28,6.59,1707,NO,,,,,
01-04-2016,31,38,28,32,24,12,51,29,5,8,13,8,1011,1007,1009,1009,0,0,0,0,Clear,Sunny,Sunny,10.7,31,6.94,8.23,1710,NO,,,,,
02-04-2016,32,40,28,33,32,15,46,31,3,6,12,7,1011,1008,1010,1009,0,0,0,0,Clear,Sunny,Sunny,10.7,34,7.4,7,1707,NO,,,,,
03-04-2016,32,39,29,33,34,17,38,29,7,9,13,9,1012,1009,1010,1010,0,0,0,0,Clear,Sunny,Sunny,11.2,31,6.92,7.28,1710,NO,,,,,
04-04-2016,32,37,31,33,25,19,29,24,4,5,11,6,1011,1008,1008,1009,0,0,0,0,Clear,Sunny,Sunny,11.2,30,7.24,7.65,1709,NO,,,,,
05-04-2016,32,36,28,32,24,20,38,27,4,3,12,6,1011,1008,1009,1009,0,0,0.1,0.033333333,Clear,Sunny,Sunny,11.2,35,6.57,6.66,1707,NO,,,,,
06-04-2016,31,37,28,32,31,14,27,24,5,9,13,9,1012,1009,1010,1010,0,0,0,0,Clear,Sunny,Sunny,11.2,30,6.53,6.81,1707,NO,,,,,
07-04-2016,30,35,27,30,32,17,27,25,9,12,12,11,1012,1009,1009,1010,0,0,0,0,Clear,Sunny,Sunny,11.2,33,6.74,8.48,1707,NO,,,,,
08-04-2016,31,37,28,32,28,13,18,19,5,10,13,9,1011,1008,1009,1009,0,0,0,0,Clear,Sunny,Sunny,11.2,32,7.37,7.32,1707,NO,,,,,
09-04-2016,30,38,29,32,21,13,28,20,7,4,15,8,1011,1008,1010,1009,0,0,0,0,Clear,Sunny,Sunny,11.2,33,6.68,7.31,1709,NO,,,,,
10-04-2016,32,37,29,32,23,15,26,21,6,7,17,10,1013,1009,1010,1010,0,0,0,0,Clear,Sunny,Sunny,11.2,35,7.13,6.97,1708,NO,,,,,
11-04-2016,31,37,29,32,31,17,29,25,11,12,12,11,1013,1009,1010,1010,0,0,0,0,Clear,Sunny,Sunny,11.2,34,7.23,6.65,1709,NO,,,,,
12-04-2016,31,37,28,32,21,16,29,22,10,12,13,11,1010,1007,1008,1008,0,0,0,0,Clear,Sunny,Sunny,11.2,35,6.96,7.18,1708,NO,,,,,
13-04-2016,32,38,29,33,24,13,29,22,6,11,10,9,1010,1006,1008,1008,0,0,0,0,Clear,Sunny,Patchy rain possible,11.2,30,7.2,7.19,1707,YES,Bacterial Blight,,,,
14-04-2016,32,38,29,33,26,13,30,23,5,11,10,8,1010,1006,1007,1007,0,0,0,0,Clear,Sunny,Patchy rain possible,11.2,30,7.23,8.16,1710,YES,Bacterial Blight,,,,
15-04-2016,32,38,29,33,27,15,31,24,6,10,11,9,1010,1006,1007,1007,0,0,0,0,Clear,Sunny,Sunny,11.2,35,6.84,7.88,1627.35,NO,,,,,
